,S1,C1,E1,P1,C2,E2,S2,C3,P2,E3
0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
1,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
2,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
3,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
4,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
5,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
6,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
7,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
8,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
9,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
10,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
11,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
12,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
13,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
14,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
15,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
16,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
17,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
18,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
19,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
20,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
21,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
22,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
23,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
24,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
25,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
26,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
27,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
28,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
29,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
30,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
31,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
32,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25
